subdistrict_code,subdistrict_name,district_code
02591,Gumia,355
02592,Peterwar,355
02593,Kasmar,355
02594,Jaridih,355
02595,Chas,355
02596,Chandankiyari,355
02597,Kisko,356
02598,Peshrar,356
02599,Kuru,356
02600,Kairo,356
02601,Lohardaga,356
02602,Senha,356
02603,Bhandra,356
02604,Patamda,357
02605,Boram,357
02606,Golmuri-Cum-Jugsalai,357
02607,Ghatshila,357
02608,Potka,357
02609,Musabani,357
02610,Dumaria,357
02611,Dhalbhumgarh,357
02612,Gurbandha,357
02613,Chakulia,357
02614,Baharagora,357
02615,Hussainabad,358
02616,Haidernagar,358
02617,Mohammad Ganj,358
02618,Hariharganj,358
02619,Pipra,358
02620,Chhatarpur,358
02621,Nawadiha Bazar/Nawadiha,358
02622,Pandu,358
02623,Untari Road,358
02624,Bishrampur,358
02625,Nawa Bazar,358
02626,Patan,358
02627,Padwa,358
02628,Manatu,358
02629,Tarhasi,358
02630,Panki,358
02631,Satbarwa,358
02632,Nilambar-Pitambarpur(Lesliganj),358
02633,Medininagar(Daltonganj),358
02634,Chainpur,358
02635,Manika,359
02636,Barwadih,359
02637,Mahuadanr,359
02638,Garu,359
02639,Latehar,359
02640,Balumath,359
02641,Bariyatu,359
02642,Herhanj,359
02643,Chandwa,359
02644,Chauparan,360
02645,Barhi,360
02646,Padma,360
02647,Ichak,360
02648,Tati Jhariya,360
02649,Daru,360
02650,Barkatha,360
02651,Chalkusa,360
02652,Bishungarh,360
02653,Hazaribag,360
02654,Katkamsandi,360
02655,Katamdag,360
02656,Keredari,360
02657,Barkagaon,360
02658,Churchu,360
02659,Dadi,360
02660,Patratu,361
02661,Mandu,361
02662,Ramgarh,361
02663,Dulmi,361
02664,Chitarpur,361
02665,Gola,361
02666,Saraiyahat,362
02667,Jarmundi,362
02668,Ramgarh,362
02669,Gopikandar,362
02670,Kathikund,362
02671,Shikaripara,362
02672,Ranishwar,362
02673,Dumka,362
02674,Jama,362
02675,Masalia,362
02676,Narayanpur,363
02677,Karma Tanr Vidyasagar,363
02678,Jamtara,363
02679,Nala,363
02680,Fatehpur,363
02681,Kundhit,363
02682,Burmu,364
02683,Khelari,364
02684,Kanke,364
02685,Ormanjhi,364
02686,Angara,364
02687,Rahe,364
02688,Silli,364
02689,Sonahatu,364
02690,Namkum,364
02691,Ratu,364
02692,Nagri,364
02693,Mandar,364
02694,Chanho,364
02695,Bero,364
02696,Itki,364
02697,Lapung,364
02698,Bundu,364
02699,Tamar I,364
02700,Karra,365
02701,Torpa,365
02702,Rania,365
02703,Murhu,365
02704,Khunti,365
02705,Erki (Tamar Ii),365
02706,Bishunpur,366
02707,Ghaghra,366
02708,Sisai,366
02709,Verno,366
02710,Kamdara,366
02711,Basia,366
02712,Gumla,366
02713,Chainpur,366
02714,Dumri,366
02715,Albert Ekka(Jari),366
02716,Raidih,366
02717,Palkot,366
02718,Simdega,367
02719,Pakar Tanr,367
02720,Kurdeg,367
02721,Kersai,367
02722,Bolba,367
02723,Thethaitangar,367
02724,Kolebira,367
02725,Jaldega,367
02726,Bansjor,367
02727,Bano,367
02728,Sonua,368
02729,Gudri,368
02730,Bandgaon,368
02731,Chakradharpur,368
02732,Khuntpani,368
02733,Goilkera,368
02734,Anandpur,368
02735,Manoharpur,368
02736,Noamundi,368
02737,Tonto,368
02738,Hat Gamharia,368
02739,Chaibasa,368
02740,Tantnagar,368
02741,Manjhari,368
02742,Jhinkpani,368
02743,Jagannathpur,368
02744,Kumardungi,368
02745,Majhgaon,368
02746,Kuchai,369
02747,Kharsawan,369
02748,Chandil,369
02749,Ichagarh,369
02750,Kukru,369
02751,Nimdih,369
02752,Adityapur(Gamharia),369
02753,Saraikela,369
02754,Gobindpur(Rajnagar),369
02755,Paikamal,370
02756,Jharbandha,370
02757,Padmapur,370
02758,Burden,370
02759,Gaisilet,370
02760,Melchhamunda,370
02761,Sohela,370
02762,Bijepur,370
02763,Barapali,370
02764,Bheden,370
02765,Bargarh,370
02766,Bargarh Sadar,370
02767,Bhatli,370
02768,Ambabhona,370
02769,Attabira,370
02770,Rengali,371
02771,Lakhanpur,371
02772,Belpahar,371
02773,Banaharapali,371
02774,Orient,371
02775,Brajarajnagar,371
02776,Jharsuguda,371
02777,Badmal,371
02778,Laikera,371
02779,Kolabira,371
02780,Govindpur,372
02781,Mahulpalli,372
02782,Kochinda,372
02783,Katarbaga,372
02784,Thelkoloi,372
02785,Rengali,372
02786,Sasan,372
02787,Hirakud,372
02788,Burla,372
02789,Dhanupali,372
02790,Ainthapali,372
02791,Sadar,372
02792,Jamankira,372
02793,Kisinda,372
02794,Jujomura,372
02795,Dhama,372
02796,Charamal,372
02797,Rairakhol,372
02798,Naktideul,372
02799,Sambalpur (M),372
02800,Debagarh,373
02801,Barkot,373
02802,Kundheigola,373
02803,Reamal,373
02804,Hemgir,374
02805,Lephripara,374
02806,Bhasma,374
02807,Dharuadihi,374
02808,Sundargarh Town,374
02809,Sundargarh,374
02810,Kinjirkela,374
02811,Talasara,374
02812,Baragaon,374
02813,Kutra,374
02814,Rajagangapur,374
02815,Raiboga,374
02816,Biramitrapur,374
02817,Hatibari,374
02818,Bisra,374
02819,Bondamunda,374
02820,Brahmani Tarang,374
02821,Raghunathapali,374
02822,Tangarapali,374
02823,Lathikata,374
02824,Chandiposh,374
02825,Kamarposh Balang,374
02826,Koida,374
02827,Lahunipara,374
02828,Gurundia,374
02829,Tikaetpali,374
02830,Banei,374
02831,Mahulapada,374
02832,Raurkela (M),374
02833,Raurkela (Its),374
02834,Barbil,375
02835,Bolani,375
02836,Rugudi,375
02837,Joda,375
02838,Bamebari,375
02839,Champua,375
02840,Jhumpura,375
02841,Baria,375
02842,Turumunga,375
02843,Patana,375
02844,Kendujhar Sadar,375
02845,Kendujhar Town,375
02846,Nayakote,375
02847,Kanjipani,375
02848,Telkoi,375
02849,Pandapara,375
02850,Ghatgaon,375
02851,Harichandanpur,375
02852,Daitari,375
02853,Ghasipura,375
02854,Anandapur,375
02855,Soso,375
02856,Nandipada,375
02857,Sainkul,375
02858,Tiring,376
02859,Bahalda,376
02860,Jamda,376
02861,Rairangpur Town,376
02862,Gorumahisani,376
02863,Jharpokharia,376
02864,Bisoi,376
02865,Rairangpur,376
02866,Badampahar,376
02867,Jashipur,376
02868,Raruan,376
02869,Ghagarbeda,376
02870,Karanjia,376
02871,Thakurmunda,376
02872,Baripada Sadar,376
02873,Baripada Town,376
02874,Koliana,376
02875,Bangiriposi,376
02876,Chandua,376
02877,Suliapada,376
02878,Muruda,376
02879,Rasagobindapur,376
02880,Baisinga,376
02881,Betanati,376
02882,Barsahi,376
02883,Khunta,376
02884,Udala,376
02885,Kaptipada,376
02886,Sharata,376
02887,Mahuldiha,376
02888,Baripada (M),376
02889,Raibania,377
02890,Jaleswar,377
02891,Bhograi,377
02892,Kamarda,377
02893,Baliapal,377
02894,Singla,377
02895,Basta,377
02896,Rupsa,377
02897,Baleshwar Sadar,377
02898,Sahadevkhunta,377
02899,Chandipur,377
02900,Balaramgadi Marine,377
02901,Bampada,377
02902,Remuna,377
02903,Nilagiri,377
02904,Berhampur,377
02905,Oupada,377
02906,Khaira,377
02907,Soro,377
02908,Similia,377
02909,Baleshwar (M),377
02910,Agarpada,378
02911,Bant,378
02912,Bhandari Pokhari,378
02913,Dhamanagar,378
02914,Bhadrak Rural,378
02915,Basudebpur,378
02916,Naikanidihi,378
02917,Tihidi,378
02918,Dhusuri,378
02919,Chandabali,378
02920,Bansada,378
02921,Dhamara Marine,378
02922,Rajkanika,379
02923,Rajnagar,379
02924,Jamboo Marine,379
02925,Aali,379
02926,Pattamundai,379
02928,Kendrapara Sadar,379
02929,Nikirai,379
02930,Derabish,379
02931,Patkura,379
02932,Marsaghai,379
02933,Mahakalapada,379
02934,Paradip,380
02935,Paradeep Lock,380
02936,Kujang,380
02937,Abhyachandpur,380
02938,Ersama,380
02939,Tirtol,380
02940,Jagatsinghapur,380
02941,Biridi,380
02942,Naugaon,380
02943,Balikuda,380
02944,Narasinghpur,381
02945,Kanpur,381
02946,Badamba,381
02947,Baidyeswar,381
02948,Banki,381
02949,Tigiria,381
02950,Athagad,381
02951,Barang,381
02952,Gurudijhatia,381
02953,Khuntuni,381
02954,Choudwar,381
02955,Tangi,381
02956,Mahanga,381
02957,Salepur,381
02958,Nischintakoili,381
02959,Nemalo,381
02960,Kishannagar,381
02961,Jagatpur,381
02962,Cuttack Sadar,381
02963,Kandarpur,381
02964,C.R.R.I.,381
02965,Gobindpur,381
02966,Olatapur,381
02967,Niali,381
02969,Sukinda,382
02970,Tomka,382
02971,Kaliapani,382
02972,Kalinganagar,382
02973,Jakhapura,382
02974,Jajapur Road,382
02975,Korai,382
02976,Panikoili,382
02977,Jajapur,382
02978,Jajpur Sadar,382
02979,Dharmasala,382
02980,Jenapur,382
02981,Kuakhia,382
02982,Badachana,382
02983,Balichandrapur,382
02984,Binjharpur,382
02985,Bari - Ramachandrapur,382
02986,Mangalpur,382
02987,Parajang,383
02988,Kamakshyanagar,383
02989,Kankadahad,383
02990,Bhuban,383
02991,Gandia,383
02992,Nihalprasad,383
02993,Tumusingha,383
02994,Motunga,383
02995,Bhusan Steel Limited,383
02996,Balimi,383
02997,Hindol,383
02998,Rasol,383
02999,Dhenkanal Sadar,383
03000,Palalahada,384
03001,Khamar,384
03002,Rengali Damsite,384
03003,Kaniha,384
03004,N.T.P.C.,384
03005,Samal Barrage,384
03006,Talcher Sadar,384
03007,Colliery,384
03008,Bikrampur,384
03009,Nalco,384
03010,Banarpal,384
02995,Bhusan Steel Limited,384
03011,Anugul,384
03012,Jarapada,384
03013,Industrial,384
03014,Chhendipada,384
03015,Handapa,384
03016,Kishorenagar,384
03017,Athmallik,384
03018,Kiakata,384
03019,Thakurgarh,384
03020,Purunakot,384
03021,Bantala,384
03022,Gania,385
03023,Dasapalla,385
03024,Banigochha,385
03025,Nuagaon,385
03026,Khandapada,385
03027,Fategarh,385
03028,Nayagarh,385
03029,Itamati,385
03030,Nayagarh Sadar,385
03031,Odagaon,385
03032,Sarankul,385
03033,Ranapur,385
03034,Bolagad,386
03035,Begunia,386
03036,Khordha,386
03037,Khordha Sadar,386
03038,Chandaka,386
03039,Nandankanan,386
03041,Mancheswar,386
03042,Balianta,386
03043,Balipatna,386
03044,Lingaraj,386
03045,Airfield (Kapila Prasad),386
03046,Uttara,386
03047,Khandagiri,386
03048,Tamando,386
03049,Jatani,386
03050,Jankia,386
03051,Nirakarpur,386
03052,Tangi,386
03053,Balugaon,386
03054,Banapur,386
03055,Bhubaneswar (M Corp.),386
03056,Delanga,387
03057,Pipili,387
03058,Nimapada,387
03059,Kakatpur,387
03060,Astaranga,387
03061,Konark,387
03062,Gop,387
03063,Ramachandi,387
03064,Satyabadi,387
03065,Chandanpur,387
03066,Sadar,387
03067,Brahmagiri,387
03068,Gadisagada,387
03069,Krushna Prasad,387
03071,Tarasingi,388
03072,Buguda,388
03073,Jagannath Prasad,388
03074,Bhanjanagar,388
03075,Gangapur,388
03076,Surada,388
03077,Badagada,388
03078,Asika,388
03079,Dharakote,388
03080,Kabisuryanagar,388
03081,Polasara,388
03082,Kodala,388
03083,Khalikote,388
03084,Rambha,388
03085,Chhatrapur,388
03086,Ganjam,388
03087,Chamakhandi,388
03088,Arjyapalli Marine,388
03089,Purusottampur,388
03090,Hinjili,388
03091,Patapur,388
03092,Seragad,388
03093,Brahmapur Sadar,388
03094,Gopalpur,388
03095,Golanthara,388
03096,Digapahandi,388
03097,Nuagaon,388
03098,Jarada,388
03109,Ramagiri,388
03100,Adva,389
03101,Mohana,389
03102,R.Udaygiri,389
03103,Serango,389
03104,Kashinagara,389
03105,Parlakhemundi,389
03106,Gurandi,389
03107,Rayagada,389
03108,Garabandha,389
03109,Ramagiri,389
03110,Gochhapada,390
03111,Phulabani,390
03112,Phulabani Town,390
03113,Khajuripada,390
03114,G.Udayagiri,390
03115,Tikabali,390
03116,Chakapada,390
03117,Sarangagarh,390
03118,Phiringia,390
03119,Baliguda,390
03120,Nuagaon,390
03121,Tumudibandha,390
03122,Belaghar,390
03123,Kotagarh,390
03124,Brahmanigaon,390
03125,Daringbadi,390
03126,Raikia,390
03127,Kantamal,391
03128,Manamunda,391
03129,Baunsuni,391
03130,Baudh Sadar,391
03131,Puruna Katak,391
03132,Harbhanga,391
03133,Dunguripali,392
03134,Rampur,392
03135,Binika,392
03136,Ulunda,392
03137,Biramaharajpur,392
03138,Subalaya,392
03139,Sonapur,392
03140,Tarbha,392
03141,Loisinga,393
03142,Balangir,393
03143,Tushura,393
03144,Patnagarh,393
03145,Khaprakhol,393
03146,Turekela,393
03147,Belpara,393
03148,Saintala,393
03149,Kantabanji,393
03150,Bangomunda,393
03151,Sindhekela,393
03152,Titlagarh,393
03153,Jonk,394
03154,Nuapada,394
03155,Komna,394
03156,Khariar,394
03157,Boden,394
03158,Sinapali,394
03159,Kesinga,395
03160,Madanpur Rampur,395
03161,Narala,395
03162,Lanjigarh,395
03163,Biswanathpur,395
03164,Sadar,395
03165,Kegaon,395
03166,Junagarh,395
03167,Golamunda,395
03168,Dharamgarh,395
03169,Kokasara,395
03170,Jayapatna,395
03171,Thuamul Rampur,395
03172,Ambadala,396
03173,Muniguda,396
03174,Chandrapur,396
03175,Bishamakatak,396
03176,Kalyanasingpur,396
03177,Kashipur,396
03178,Andirakanch,396
03179,Tikiri,396
03180,Doraguda,396
03181,Rayagada,396
03182,Seskhal,396
03183,Gunupur,396
03184,Gudari,396
03185,Padmapur,396
03186,Puttasing,396
03187,Raighar,397
03188,Kundei,397
03189,Umarkote,397
03190,Chandahandi,397
03191,Jharigan,397
03192,Dabugan,397
03193,Paparahandi,397
03194,Kodinga,397
03195,Kosagumuda,397
03196,Nabarangapur,397
03197,Tentulikhunti,397
03198,Khatiguda,397
03199,Kotpad,398
03200,Boriguma,398
03201,Bhairabsingipur,398
03202,Dasamantapur,398
03203,Lakshmipur,398
03204,Narayanpatana,398
03205,Bandhugaon,398
03206,Kakiriguma,398
03207,Koraput,398
03208,Koraput Town,398
03209,Jeypore,398
03210,Kundura,398
03211,Boipariguda,398
03212,Machh Kund,398
03213,Padua,398
03214,Nandapur,398
03215,Similiguda,398
03216,Sunabeda,398
03217,Damonjodi,398
03218,Pottangi,398
03219,Kotiya,398
03220,Malkangiri,399
03221,Mathili,399
03222,Mudulipada,399
03223,Chitrakonda,399
03224,Paparmetla,399
03225,Jodamba,399
03226,Orkel,399
03227,Kalimela,399
03228,Podia,399
03229,M.V. 79,399
03230,Motu,399
03231,Bharatpur,400
03232,Baikunthpur,400
03233,Sonhat,400
03234,Manendragarh,400
03235,Khadganva,400
03236,Ramanujganj,401
03237,Balrampur,401
03238,Wadrafnagar,401
03239,Pratappur,401
03240,Samri(Kusmi),401
03241,Shankargarh,401
03242,Surajpur,401
03243,Oudgi,401
03244,Bhaiyathan,401
03245,Ramanujnagar,401
03246,Premnagar,401
03247,Ambikapur,401
03248,Lakhanpur,401
03249,Udaypur,401
03250,Rajpur,401
03251,Lundra,401
03252,Sitapur,401
03253,Batouli,401
03254,Mainpat,401
03255,Bagicha,402
03256,Kansabel,402
03257,Jashpur,402
03258,Manora,402
03259,Kunkuri,402
03260,Duldula,402
03261,Farsabahar,402
03262,Pathalgaon,402
03263,Udaipur (Dharamjaigarh),403
03264,Lailunga,403
03265,Gharghoda,403
03266,Tamnar,403
03267,Raigarh,403
03268,Pusour,403
03269,Kharsia,403
03270,Sarangarh,403
03271,Baramkela,403
03272,Katghora,404
03273,Poundi-Uproda,404
03274,Pali,404
03275,Korba,404
03276,Kartala,404
03277,Janjgir,405
03278,Akaltara,405
03279,Baloda,405
03280,Nawagarh,405
03281,Champa,405
03282,Sakti,405
03283,Pamgarh,405
03284,Dabhra,405
03285,Malkharoda,405
03286,Jaijaipur,405
03287,Pendra Road Gorella,406
03288,Marwahi,406
03289,Pendra,406
03290,Lormi,406
03291,Kota,406
03292,Mungeli,406
03293,Pathariya,406
03294,Takhatpur,406
03295,Bilaspur,406
03296,Masturi,406
03297,Bilha,406
03298,Kawardha,407
03299,Bodla,407
03300,Sahaspur Lohara,407
03301,Pandariya,407
03302,Chhuikhadan,408
03303,Khairagarh,408
03304,Dongargarh,408
03305,Rajnandgaon,408
03306,Chhuriya,408
03307,Dongargaon,408
03308,Mohla,408
03309,Manpur,408
03310,Ambagarh,408
03311,Nawagarh,409
03312,Bemetara,409
03313,Saja,409
03314,Thanakhamria,409
03315,Berla,409
03316,Dhamdha,409
03317,Durg,409
03318,Patan,409
03319,Gunderdehi,409
03320,Dondi Luhara,409
03321,Balod,409
03322,Dondi,409
03323,Gurur,409
03324,Simga,410
03325,Bhatapara,410
03326,Baloda Bazar,410
03327,Palari,410
03328,Kasdol,410
03329,Bilaigarh,410
03330,Arang,410
03331,Abhanpur,410
03332,Raipur,410
03333,Rajim,410
03334,Tilda,410
03335,Bindranavagarh(Gariyaband),410
03336,Chhura,410
03337,Mainpur,410
03338,Deobhog,410
03339,Basna,411
03340,Saraipali,411
03341,Mahasamund,411
03342,Pithora,411
03343,Bagbahra,411
03344,Kurud,412
03345,Magarlod,412
03346,Dhamtari,412
03347,Nagri,412
03348,Charama,413
03349,Bhanupratappur,413
03350,Durgkondal,413
03351,Kanker,413
03352,Narharpur,413
03353,Antagarh,413
03354,Pakhanjur,413
03355,Keskal,414
03356,Bade Rajpur,414
03357,Kondagaon,414
03358,Makdi,414
03359,Farasgaon,414
03360,Jagdalpur,414
03361,Lohandiguda,414
03362,Bastanar,414
03363,Bastar,414
03364,Bakavand,414
03365,Tokapal,414
03366,Darbha,414
03367,Narayanpur,415
03368,Orchha,415
03369,Dantewada,416
03370,Gidam,416
03371,Katekalyan,416
03372,Kuakonda,416
03373,Konta,416
03374,Chhindgarh,416
03375,Sukma,416
03376,Bhopalpattnam,417
03377,Usur,417
03378,Bijapur,417
03379,Bhairamgarh,417
,,
03722,Lakhpat,468
03723,Rapar,468
03724,Bhachau,468
03725,Anjar,468
03726,Bhuj,468
03727,Nakhatrana,468
03728,Abdasa,468
03729,Mandvi,468
03730,Mundra,468
03731,Gandhidham,468
03732,Vav,469
03733,Tharad,469
03734,Dhanera,469
03735,Dantiwada,469
03736,Amirgadh,469
03737,Danta,469
03738,Vadgam,469
03739,Palanpur,469
03740,Deesa,469
03741,Deodar,469
03742,Bhabhar,469
03743,Kankrej,469
03744,Santalpur,470
03745,Radhanpur,470
03746,Sidhpur,470
03747,Patan,470
03748,Harij,470
03749,Sami,470
03750,Chanasma,470
03751,Satlasana,471
03752,Kheralu,471
03753,Unjha,471
03754,Visnagar,471
03755,Vadnagar,471
03756,Vijapur,471
03757,Mahesana,471
03758,Becharaji,471
03759,Kadi,471
03760,Khedbrahma,472
03761,Vijaynagar,472
03762,Vadali,472
03763,Idar,472
03764,Bhiloda,472
03765,Meghraj,472
03766,Himatnagar,472
03767,Prantij,472
03768,Talod,472
03769,Modasa,472
03770,Dhansura,472
03771,Malpur,472
03772,Bayad,472
03773,Kalol,473
03774,Mansa,473
03775,Gandhinagar,473
03776,Dehgam,473
03777,Mandal,474
03778,Detroj-Rampura,474
03779,Viramgam,474
03780,Sanand,474
03782,Daskroi,474
03783,Dholka,474
03784,Bavla,474
03785,Ranpur,474
03786,Barwala,474
03787,Dhandhuka,474
03788,Halvad,475
03789,Dhrangadhra,475
03790,Dasada,475
03791,Lakhtar,475
03792,Wadhwan,475
03793,Muli,475
03794,Chotila,475
03795,Sayla,475
03796,Chuda,475
03797,Limbdi,475
03798,Maliya,476
03799,Morvi,476
03800,Tankara,476
03801,Wankaner,476
03802,Paddhari,476
03803,Rajkot,476
03804,Lodhika,476
03805,Kotda Sangani,476
03806,Jasdan,476
03807,Gondal,476
03808,Jamkandorna,476
03809,Upleta,476
03810,Dhoraji,476
03811,Jetpur,476
03812,Okhamandal,477
03813,Khambhalia,477
03814,Jamnagar,477
03815,Jodiya,477
03816,Dhrol,477
03817,Kalavad,477
03818,Lalpur,477
03819,Kalyanpur,477
03820,Bhanvad,477
03821,Jamjodhpur,477
03822,Porbandar,478
03823,Ranavav,478
03824,Kutiyana,478
03825,Manavadar,479
03826,Vanthali,479
03827,Junagadh,479
03828,Bhesan,479
03829,Visavadar,479
03830,Mendarda,479
03831,Keshod,479
03832,Mangrol,479
03833,Malia,479
03834,Talala,479
03835,Patan-Veraval,479
03836,Sutrapada,479
03837,Kodinar,479
03838,Una,479
03839,Kunkavav Vadia,480
03840,Babra,480
03841,Lathi,480
03842,Lilia,480
03843,Amreli,480
03844,Bagasara,480
03845,Dhari,480
03846,Savar Kundla,480
03847,Khambha,480
03848,Jafrabad,480
03849,Rajula,480
03850,Botad,481
03851,Vallabhipur,481
03852,Gadhada,481
03853,Umrala,481
03854,Bhavnagar,481
03855,Ghogha,481
03856,Sihor,481
03857,Gariadhar,481
03858,Palitana,481
03859,Talaja,481
03860,Mahuva,481
03861,Tarapur,482
03862,Sojitra,482
03863,Umreth,482
03864,Anand,482
03865,Petlad,482
03866,Khambhat,482
03867,Borsad,482
03868,Anklav,482
03869,Kapadvanj,483
03870,Virpur,483
03871,Balasinor,483
03872,Kathlal,483
03873,Mehmedabad,483
03874,Kheda,483
03875,Matar,483
03876,Nadiad,483
03877,Mahudha,483
03878,Thasra,483
03879,Khanpur,484
03880,Kadana,484
03881,Santrampur,484
03882,Lunawada,484
03883,Shehera,484
03884,Morwa (Hadaf),484
03885,Godhra,484
03886,Kalol,484
03887,Ghoghamba,484
03888,Halol,484
03889,Jambughoda,484
03890,Fatepura,485
03891,Jhalod,485
03892,Limkheda,485
03893,Dohad,485
03894,Garbada,485
03895,Devgadbaria,485
03896,Dhanpur,485
03897,Savli,486
03898,Vadodara,486
03899,Vaghodia,486
03900,Jetpur Pavi,486
03901,Chhota Udaipur,486
03902,Kavant,486
03903,Nasvadi,486
03904,Sankheda,486
03905,Dabhoi,486
03906,Padra,486
03907,Karjan,486
03908,Sinor,486
03909,Tilakwada,487
03910,Nandod,487
03911,Dediapada,487
03912,Sagbara,487
03913,Jambusar,488
03914,Amod,488
03915,Vagra,488
03916,Bharuch,488
03917,Jhagadia,488
03918,Anklesvar,488
03919,Hansot,488
03920,Valia,488
03921,The Dangs,489
03922,Navsari,490
03923,Jalalpore,490
03924,Gandevi,490
03925,Chikhli,490
03926,Bansda,490
03927,Valsad,491
03928,Dharampur,491
03929,Pardi,491
03930,Kaprada,491
03931,Umbergaon,491
03932,Olpad,492
03933,Mangrol,492
03934,Umarpada,492
03935,Mandvi,492
03936,Kamrej,492
03938,Chorasi,492
03939,Palsana,492
03940,Bardoli,492
03941,Mahuva,492
03942,Nizar,493
03943,Uchchhal,493
03944,Songadh,493
03945,Vyara,493
03946,Valod,493
03947,Diu,494
03948,Daman,495
03949,Dadra & Nagar Haveli,496
03950,Akkalkuwa,497
03951,Akrani,497
03952,Talode,497
03953,Shahade,497
03954,Nandurbar,497
03955,Nawapur,497
03956,Shirpur,498
03957,Sindkhede,498
03958,Sakri,498
03959,Dhule,498
03960,Chopda,499
03961,Yawal,499
03962,Raver,499
03963,Muktainagar,499
03964,Bodvad,499
03965,Bhusawal,499
03966,Jalgaon,499
03967,Erandol,499
03968,Dharangaon,499
03969,Amalner,499
03970,Parola,499
03971,Bhadgaon,499
03972,Chalisgaon,499
03973,Pachora,499
03974,Jamner,499
03975,Jalgaon (Jamod),500
03976,Sangrampur,500
03977,Shegaon,500
03978,Nandura,500
03979,Malkapur,500
03980,Motala,500
03981,Khamgaon,500
03982,Mehkar,500
03983,Chikhli,500
03984,Buldana,500
03985,Deolgaon Raja,500
03986,Sindkhed Raja,500
03987,Lonar,500
03988,Telhara,501
03989,Akot,501
03990,Balapur,501
03991,Akola,501
03992,Murtijapur,501
03993,Patur,501
03994,Barshitakli,501
03995,Malegaon,502
03996,Mangrulpir,502
03997,Karanja,502
03998,Manora,502
03999,Washim,502
04000,Risod,502
04001,Dharni,503
04002,Chikhaldara,503
04003,Anjangaon Surji,503
04004,Achalpur,503
04005,Chandurbazar,503
04006,Morshi,503
04007,Warud,503
04008,Teosa,503
04009,Amravati,503
04010,Bhatkuli,503
04011,Daryapur,503
04012,Nandgaon-Khandeshwar,503
04013,Chandur Railway,503
04014,Dhamangaon Railway,503
04015,Ashti,504
04016,Karanja,504
04017,Arvi,504
04018,Seloo,504
04019,Wardha,504
04020,Deoli,504
04021,Hinganghat,504
04022,Samudrapur,504
04023,Narkhed,505
04024,Katol,505
04025,Kalameshwar,505
04026,Savner,505
04027,Parseoni,505
04028,Ramtek,505
04029,Mauda,505
04030,Kamptee,505
04031,Nagpur (Rural),505
04033,Hingna,505
04034,Umred,505
04035,Kuhi,505
04036,Bhiwapur,505
04037,Tumsar,506
04038,Mohadi,506
04039,Bhandara,506
04040,Sakoli,506
04041,Lakhani,506
04042,Pauni,506
04043,Lakhandur,506
04044,Tirora,507
04045,Goregaon,507
04046,Gondiya,507
04047,Amgaon,507
04048,Salekasa,507
04049,Sadak-Arjuni,507
04050,Arjuni Morgaon,507
04051,Deori,507
04052,Desaiganj (Vadasa),508
04053,Armori,508
04054,Kurkheda,508
04055,Korchi,508
04056,Dhanora,508
04057,Gadchiroli,508
04058,Chamorshi,508
04059,Mulchera,508
04060,Etapalli,508
04061,Bhamragad,508
04062,Aheri,508
04063,Sironcha,508
04064,Warora,509
04065,Chimur,509
04066,Nagbhir,509
04067,Brahmapuri,509
04068,Sawali,509
04069,Sindewahi,509
04070,Bhadravati,509
04071,Chandrapur,509
04072,Mul,509
04073,Pombhurna,509
04074,Ballarpur,509
04075,Korpana,509
04076,Jiwati,509
04077,Rajura,509
04078,Gondpipri,509
04079,Ner,510
04080,Babulgaon,510
04081,Kalamb,510
04082,Yavatmal,510
04083,Darwha,510
04084,Digras,510
04085,Pusad,510
04086,Umarkhed,510
04087,Mahagaon,510
04088,Arni,510
04089,Ghatanji,510
04090,Kelapur,510
04091,Ralegaon,510
04092,Maregaon,510
04093,Zari-Jamani,510
04094,Wani,510
04095,Mahoor,511
04096,Kinwat,511
04097,Himayatnagar,511
04098,Hadgaon,511
04099,Ardhapur,511
04100,Nanded,511
04101,Mudkhed,511
04102,Bhokar,511
04103,Umri,511
04104,Dharmabad,511
04105,Biloli,511
04106,Naigaon (Khairgaon),511
04107,Loha,511
04108,Kandhar,511
04109,Mukhed,511
04110,Deglur,511
04111,Sengaon,512
04112,Hingoli,512
04113,Aundha (Nagnath),512
04114,Kalamnuri,512
04115,Basmath,512
04116,Sailu,513
04117,Jintur,513
04118,Parbhani,513
04119,Manwath,513
04120,Pathri,513
04121,Sonpeth,513
04122,Gangakhed,513
04123,Palam,513
04124,Purna,513
04125,Bhokardan,514
04126,Jafferabad,514
04127,Jalna,514
04128,Badnapur,514
04129,Ambad,514
04130,Ghansawangi,514
04131,Partur,514
04132,Mantha,514
04133,Kannad,515
04134,Soegaon,515
04135,Sillod,515
04136,Phulambri,515
04137,Aurangabad,515
04138,Khuldabad,515
04139,Vaijapur,515
04140,Gangapur,515
04141,Paithan,515
04142,Surgana,516
04143,Kalwan,516
04144,Deola,516
04145,Baglan,516
04146,Malegaon,516
04147,Nandgaon,516
04148,Chandvad,516
04149,Dindori,516
04150,Peint,516
04151,Trimbakeshwar,516
04152,Nashik,516
04153,Igatpuri,516
04154,Sinnar,516
04155,Niphad,516
04156,Yevla,516
04157,Talasari,517
04158,Dahanu,517
04159,Vikramgad,517
04160,Jawhar,517
04161,Mokhada,517
04162,Vada,517
04163,Palghar,517
04164,Vasai,517
04165,Thane,517
04166,Bhiwandi,517
04167,Shahapur,517
04168,Kalyan,517
04170,Ambarnath,517
04171,Murbad,517
04172,Uran,520
04173,Panvel,520
04174,Karjat,520
